region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from,fit_check_rationale
british,1510-1530,1,1713,noblesse; benygne; trueth; pride; hatred; merites; petycyon; merytes; felycyte,"Virtue, Nobility & Human Character",Morality: Virtue & Vice,human,,
british,1590-1610,50,280,abstayning; abstayne; estraunged; withdrawen; differs; withholden; alienated; swaruing; abstain,"Exile, Banishment & Withdrawal","Government, Law & Administration",inherited,1570-1590#38,Still strongly withdrawal/estrangement vocabulary.
british,1590-1610,34,537,excester; gordon; erle; edmund; darby; marques; geffrey; chester; roger,Nobility & Court Figures,"History, Genealogy, Nobility & Kinship",inherited,1570-1590#20,"Still nobility/court titles and names (earl, marquess)."
british,1590-1610,39,498,moins; liure; quelques; mesmes; ensemble; rodrigo; depuis; venir; qu'on,French-Language Text,Structural / Uncertain,inherited,1570-1590#17,Still French-language text.
british,1590-1610,38,500,wallons; switzers; lances; artillerie; lansquenets; gallies; footemen; brigandines; regiments,"Army Ranks, Formations & Equipment",Military & Warfare,inherited,1570-1590#35,Still clearly military vocabulary.
british,1590-1610,60,124,appel; assign; pertinentijs; liberam; fitzh; ipsius; regist; nouemb; haeredibus,Truncated Word Fragments,Structural / Uncertain,inherited,1570-1590#46,Still clearly truncated Latin legal-record fragments.
british,1590-1610,1,1644,istam; denique; quarum; praesertim; illorum; iudaei; huiusmodi; istius; principibus,Latin Text,Structural / Uncertain,inherited,1570-1590#4,Still clearly Latin text.
british,1590-1610,44,359,quhy; quhill; thairfoir; declair; richt; agane; thocht; weill; sair,Scots-Language Text,Structural / Uncertain,inherited,1570-1590#23,Still Scots-language text.
british,1590-1610,58,156,sequently; manding; pelled; ceiued; trariwise; fusion; fessed; stantinople; mander,Truncated Word Fragments,Structural / Uncertain,inherited,1570-1590#40,Still truncated word fragments.
british,1590-1610,59,148,commaundeme; tena; conuenie; grau; appara; assista; sile; indiffere; eloque,Truncated Word Fragments,Structural / Uncertain,inherited,1570-1590#44,Still truncated word fragments.
british,1590-1610,8,1231,siccr; bourguignon; drugarog; duras; ymadrodd; accepimus; royaumes; demetrias; moesia,Mixed Fragments & Proper Names,Structural / Uncertain,inherited,1570-1590#3,Still mixed fragments/names.
british,1590-1610,9,1093,imperare; archiepiscopo; fortassis; lata; alicuius; quinquaginta; attinet; articulis; haberent,Latin Text,Structural / Uncertain,inherited,1570-1590#41,Still clearly Latin text.
british,1610-1630,32,586,sixtie; sixty; gilders; bushels; pints; fourteene; sixteene; yardes; thirtie,"Numbers, Currency & Calendar Dates","Trade, Finance & Commerce",inherited,1590-1610#28,Still numbers/currency.
british,1610-1630,21,1009,exaudi; hymnus; beatae; affability; processions; domina; clemency; virginis; omnipotens,Latin Liturgical & Hymn Vocabulary,"Religion, Theology & the Church",human,1590-1610#20,
british,1610-1630,9,1673,yield; recommend; intice; dispossesse; reject; authorize; propound; contradict; entreat,General Action Verbs,Structural / Uncertain,inherited,1590-1610#4,Still general action verbs.
british,1610-1630,18,1148,shamefully; barbarously; impudently; impiously; inhumanely; copiously; learnedly; audaciously; amply,Manner & Certainty Adverbs,Structural / Uncertain,inherited,1590-1610#25,Still manner adverbs.
british,1610-1630,35,508,attires; gorgeous; gaudy; paintings; negotiations; magnanimity; imployments; proiects; intendments,"Attire, Appearance & Enterprise","Domestic Life, Dress & Household",human,1590-1610#49,
british,1610-1630,20,1011,ammonites; amaziah; ioram; assur; zimri; baasha; aram; ammon; isaak,Old Testament Biblical Figures,"Religion, Theology & the Church",inherited,1590-1610#23,Still Old Testament biblical figures.
british,1610-1630,3,1914,annuities; jurisdiction; jurisdictions; fines; allowances; prouinciall; amerciaments; ecclesiastical; officials,"Property, Rents & Jurisdictions","Government, Law & Administration",inherited,1590-1610#15,Still government/property/jurisdiction vocabulary.
british,1610-1630,46,148,bigger; lighter; swifter; broader; fairer; richer; thicker; whiter; blacker,Comparative & Superlative Adjectives,Structural / Uncertain,inherited,1590-1610#54,Still comparative/superlative adjectives.
british,1610-1630,19,1138,mallard; cats; hog; ducks; queane; ducke; cony; tinker; bawde,Animals & Occupational Types,Structural / Uncertain,inherited,1590-1610#26,Still animals and occupational types.
british,1610-1630,10,1629,frowardnes; worldlinesse; luxurie; blockishnesse; intemperate; peeuish; lasciuiousnesse; luxury; lasciuious,"Vice, Sin & Moral Corruption",Morality: Virtue & Vice,inherited,1590-1610#7,Still vice vocabulary.
british,1610-1630,34,514,tinkers; panders; bawdes; tradesmen; ruffians; vintners; dicing; fidlers; coblers,Social & Occupational Types,Structural / Uncertain,human,1590-1610#30,
british,1610-1630,30,629,indiuiduall; operations; elementarie; identitie; equiuocall; intellectuall; organicall; incomprehensible; infinitenesse,Theological & Philosophical Vocabulary,"Religion, Theology & the Church",inherited,1590-1610#29,Still philosophical/theological vocabulary.
british,1610-1630,23,871,gaules; boats; colonel; footmen; footemen; colonels; shippes; collonell; boates,"Army Ranks, Formations & Equipment",Military & Warfare,inherited,1590-1610#38,Still military vocabulary.
british,1610-1630,0,2336,vext; beguil'd; courted; plaide; glutted; credited; related; inuironed; grac'd,Chronicle Narrative Verb Forms,Structural / Uncertain,inherited,1590-1610#0,Still narrative past-tense verbs.
british,1610-1630,12,1441,gregorius; nicolaus; adrianus; laurentius; antoninus; papias; valla; georgius; franciscus,Church Fathers & Ecclesiastical History,"Religion, Theology & the Church",inherited,1590-1610#17,Still church-historical Latin names.
british,1610-1630,16,1233,assertions; sophisticall; narrations; logicall; assertion; propositions; geometrie; elegant; definitions,"Argument, Demonstration & Definition",Rhetoric & Persuasion,inherited,1590-1610#11,Still argument/logic vocabulary.
british,1610-1630,41,379,furtherance; vpholding; repressing; furthering; conseruation; confirming; aduancement; establishing; suppressing,Legal & Procedural Verbs,"Government, Law & Administration",inherited,1590-1610#46,Still legal/procedural verbs.
british,1610-1630,5,1703,flatters; alleadgeth; accuseth; auoucheth; accounteth; termeth; stileth; deceiueth; alleageth,Third-Person Singular Verb Forms,Structural / Uncertain,inherited,1590-1610#5,Still third-person -eth verb forms.
british,1610-1630,17,1217,flung; leaps; leapes; throwes; puld; beats; tumbles; treasured; ripped,Common Action & Motion Verbs,Structural / Uncertain,inherited,1590-1610#12,Still motion verbs.
british,1610-1630,15,1272,malmesb; sac; defens; sacr; asserit; episc; anglic; princip; epit,Latin Word-Stem Fragments,Structural / Uncertain,inherited,1590-1610#16,Still Latin word-stem fragments.
british,1610-1630,27,676,shrill; melodious; rumbling; warbling; ecchoes; tunes; harmonious; sobbing; shouts,Music & Sound Imagery,"Literature, Drama & Poetic Diction",human,1590-1610#19,
british,1610-1630,40,385,hereticks; photinus; marcionites; pelagian; apollinaris; haeresies; anabaptists; maniches; macedonius,Religious Sects & Denominations,"Religion, Theology & the Church",inherited,1590-1610#43,Still religious sects/denominations.
british,1610-1630,24,790,dido; ilion; elianor; adonis; daphne; niece; osyris; margaret; neece,"Kinship, Ancestry & Social Relations","History, Genealogy, Nobility & Kinship",inherited,1590-1610#32,"Core still includes kinship terms (niece, neece) alongside a growing presence of mythological/literary names."
british,1610-1630,22,1005,gusts; flakes; clifts; billowes; banke; tops; arched; strand; bowers,"Rivers, Coasts & Landscape Features",Geography & Territory,inherited,1590-1610#21,Still landscape features.
british,1610-1630,6,1695,stockins; buttons; leather; cassockes; skull; kettle; carnation; shels; embrodered,Heraldic Colors & Costume,"Domestic Life, Dress & Household",inherited,1590-1610#2,Still costume vocabulary.
british,1610-1630,25,786,slimy; gouts; dropsies; milt; consumptions; watrish; kidneyes; apoplexies; fluxes,Bodily Ailments & Symptoms,"Medicine, Body & Health",inherited,1590-1610#24,Still medical/bodily-ailment vocabulary.
british,1610-1630,38,410,spangled; sky; sparkling; radiant; beams; rayes; misty; whoes; whill,"Sky, Light & Celestial Imagery","Nature, Landscape & Weather",inherited,1590-1610#41,Still sky/light imagery throughout.
british,1610-1630,11,1467,trecheries; sleights; fooleries; routs; periuries; impostures; slaughters; wiles; garboiles,"Deception, Treachery & Conspiracy",Morality: Virtue & Vice,inherited,1590-1610#18,Still deception/treachery vocabulary.
british,1610-1630,1,2043,denique; ideoque; idque; insuper; quarum; habens; versu; istam; praecipu,Latin Text,Structural / Uncertain,inherited,1590-1610#6,Still Latin text.
british,1610-1630,45,184,medle; delt; ioine; combined; ioyn; coupled; joyne; linked; conioyned,"Joining, Union & Cooperation Verbs",Structural / Uncertain,inherited,1590-1610#57,Still joining/union/cooperation verbs.
british,1610-1630,43,298,penit; saepi; albons; oswald; ampli; maximin; albones; citi; seri,Ecclesiastical Names & Word Fragments,Structural / Uncertain,inherited,1590-1610#35,Still fragments/saint names.
british,1610-1630,8,1680,windsore; armenia; natolia; roan; cambridgeshire; artois; seruia; oxfordshire; darby,European & British Place Names,Geography & Territory,inherited,1590-1610#3,Still place names.
british,1610-1630,13,1402,dynion; mwy; trwy; iechydwriaeth; ynddo; hwynt; iachau; llawr; geisio,Welsh-Language Text,Structural / Uncertain,inherited,1590-1610#13,Still Welsh-language text.
british,1610-1630,29,634,sirra; frisco; seb; lod; cle; mol; taf; brac; antho,Dramatic Character Names & Oaths,"Literature, Drama & Poetic Diction",inherited,1590-1610#14,"Mid tier still shows drama character names (Thais, Tancred, Prospero); consistent with the label."
british,1610-1630,47,122,lenght; random; iested; repined; wincke; randome; laught; leastwise; wondering,Mixed Miscellany,Structural / Uncertain,inherited,1590-1610#55,Still a mixed miscellany.
british,1610-1630,44,233,enioyest; may'st; tellest; dyest; deniest; callest; oughtst; seruest; beholdest,Second-Person Singular Verb Forms,Structural / Uncertain,inherited,1590-1610#56,Still second-person -est verb forms.
british,1610-1630,14,1338,quinces; ginger; cinamon; sorrell; fennell; citrons; smallage; berries; camphire,Herbal & Culinary Ingredients,"Medicine, Body & Health",inherited,1590-1610#10,Still herbal/culinary ingredients.
british,1610-1630,42,316,relies; relied; spitted; relyed; lighting; horseback; relieth; depended; frowned,Reliance & Dependence Verbs,Structural / Uncertain,human,1590-1610#52,
british,1610-1630,26,754,moro; sete; quelli; molto; l'huomo; virt; egli; gli; dopo,Italian-Language Text,Structural / Uncertain,inherited,1590-1610#22,Still Italian-language text.
british,1610-1630,37,469,quadrant; diameter; equinoctiall; ecliptick; semidiameter; eclipticke; meridian; triangles; aequator,Astronomy & Geometry,"Science, Mathematics & Natural Philosophy",inherited,1590-1610#45,Still astronomy/geometry.
british,1610-1630,39,401,dissenteth; abstain; secluded; abstayne; entering; weaned; derogating; transformes; abstained,"Exile, Banishment & Withdrawal","Government, Law & Administration",inherited,1590-1610#50,Still withdrawal/abstention vocabulary.
british,1610-1630,49,110,xvii; xxiiii; xv; xvi; xxiii; xiii; xxvi; xxix; xxi,Roman Numerals & Miscellany,Structural / Uncertain,inherited,1590-1610#61,Still Roman numerals throughout.
british,1610-1630,7,1689,inquam; quamvis; fati; cunctis; etenim; anselmvs; teneris; vndique; priusquam,Latin Text,Structural / Uncertain,inherited,1590-1610#9,Still Latin text.
british,1610-1630,48,110,iudgme; grau; judgeme; prude; couena; conte; sufficie; neglige; prese,Truncated Word Fragments,Structural / Uncertain,inherited,1590-1610#59,Still truncated word fragments.
british,1610-1630,36,470,uniuersity; vproare; intruder; aduowson; hebraisme; bwyd; amorite; isosceles; impostor,Mixed Miscellany,Structural / Uncertain,inherited,1590-1610#40,Still a mixed miscellany.
british,1610-1630,33,532,soleil; pouuoir; yeux; veux; aussi; n'en; fois; tousiours; papes,French-Language Text,Structural / Uncertain,inherited,1590-1610#39,Still French-language text.
british,1610-1630,31,622,pembrooke; carlton; walden; ralph; vvilliam; thorpe; stafford; rodriguez; basset,Nobility & Court Figures,"History, Genealogy, Nobility & Kinship",inherited,1590-1610#34,Still nobility/court figure names.
british,1610-1630,28,666,regiae; galliae; aegyptijs; proceres; dein; arce; itidem; oppidum; procerum,Latin Text,Structural / Uncertain,human,1590-1610#60,
british,1610-1630,2,2007,vtpote; uno; praecipue; pluribus; constituti; summi; praeditus; tantu; nonnulli,Latin Text,Structural / Uncertain,inherited,1590-1610#1,Still Latin text.
british,1610-1630,50,104,uersation; maunded; monwealth; uersion; sidering; panions; firmation; secrated; trarie,Truncated Word Fragments,Structural / Uncertain,inherited,1590-1610#58,Still truncated word fragments.
british,1610-1630,4,1803,caethiwed; hyfrydwch; clywed; llawenydd; cabra; lefaru; cingis; ebrwydd; croissant,Mixed Fragments & Proper Names,Structural / Uncertain,inherited,1590-1610#8,Still mixed Welsh fragments and proper names.
british,1610-1630,51,18,vtri; vndi; deni; vtram; petunt; abs; quocun; quaecun; vtra; quodcun,Latin Grammatical Fragments (Que-Suffix),Structural / Uncertain,human,1590-1610#27,
british,1630-1650,57,255,thirteene; fiftie; thirtie; bushels; twentie; fortie; sixtie; fourescore; quarts,"Numbers, Measures & Quantities","Trade, Finance & Commerce",human,,
british,1630-1650,42,550,essentially; corporeall; formally; intellectuall; operations; immense; incomprehensible; infinitenesse; physicall,Theological & Philosophical Vocabulary,"Religion, Theology & the Church",inherited,1610-1630#30,Still philosophical/theological vocabulary.
british,1630-1650,15,1116,maliciously; injuriously; impiously; unchristianly; audaciously; vilely; impudently; scandalously; religiously,Manner & Certainty Adverbs,Structural / Uncertain,inherited,1610-1630#18,Still manner adverbs.
british,1630-1650,18,1052,dissolute; franticke; blockish; stupid; lascivious; vsefull; peevish; lasciuious; frothy,"Vice, Sin & Moral Corruption",Morality: Virtue & Vice,inherited,1610-1630#10,Still vice/moral-corruption vocabulary.
british,1630-1650,56,263,bigger; broader; lighter; thicker; thinner; pleasanter; hotter; happier; blacker,Comparative & Superlative Adjectives,Structural / Uncertain,inherited,1610-1630#46,Still comparative adjectives.
british,1630-1650,41,561,knaue; slut; knave; cheater; woodcock; dancer; miller; lasse; maide,Social Types & Character Names,Structural / Uncertain,human,,
british,1630-1650,46,489,neece; aunt; nephew; paramour; wife; grandchilde; grandmother; neighbors; mistrisse,"Kinship, Ancestry & Social Relations","History, Genealogy, Nobility & Kinship",inherited,1610-1630#24,Still kinship terms.
